Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Institute,Bulletproof Skin,44.0,0.327,0.852,6.0,-4.798,1,0.0613,0.00295,,0.12,0.222,180.075,265107.0,4,10
James Taylor,Fire and Rain - 2019 Remaster,73.0,0.597,0.271,5.0,-17.293,1,0.0394,0.766,0.0119,0.0933,0.338,76.271,203613.0,4,10
James Otto,Just Got Started Lovin' You,62.0,0.705,0.606,7.0,-7.047,1,0.0243,0.159,0.00149,0.242,0.876,98.001,3.910666667,4,4
elegant slims,Not Human,46.0,0.52,0.815,11.0,-4.758,0,0.0488,0.00172,1.92e-06,0.089,0.466,91.972,199387.0,4,10
Ms. Lauryn Hill,Lost Ones,61.0,0.832,0.749,2.0,-6.129,1,0.37,0.0998,3.74e-06,0.0837,0.65,94.899,333907.0,4,5
Goldfinger,Put The Knife Away,45.0,0.241,0.916,8.0,-3.9,1,0.168,0.000868,,0.031,0.67,186.797,177924.0,4,10
Dire Straits,Money For Nothing,42.0,0.666,0.667,2.0,-9.305,0,0.0371,0.043,0.0005,0.074,0.679,134.219,8.51555,4,10
Eyal Golan,מאמי,32.0,0.552,0.653,6.0,-4.52,0,0.0327,0.48,,0.11,0.473,140.046,302466.0,4,9
Bleachers,Chinatown (feat. Bruce Springsteen),64.0,0.442,0.689,4.0,-5.289,1,0.0251,0.00458,,0.11,0.208,89.001,247968.0,3,6
MAX RAD,Where Are We Now?,32.0,0.742,0.657,9.0,-10.579,0,0.105,0.0687,0.000613,0.274,0.656,107.479,197477.0,4,6
The Faint,The Geeks Were Right,37.0,0.737,0.668,5.0,-6.261,0,0.0323,0.00405,6.04e-05,0.385,0.961,131.009,176240.0,4,6
Kojaque,Town's Dead,45.0,0.529,0.746,8.0,-8.288,1,0.0649,0.0271,7.94e-06,0.158,0.184,83.978,186334.0,4,10
Limp Bizkit,Take A Look Around,72.0,0.425,0.852,11.0,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,321040.0,4,10
Freddie King,Going Down,59.0,0.565,0.526,,-11.352,1,0.0365,0.0339,0.000119,0.11,0.637,167.936,204333.0,4,2
Nick Hakim,QADIR - Single Version,29.0,0.766,0.488,8.0,-6.402,0,0.0595,0.257,0.0132,0.155,0.582,142.035,241920.0,4,6
"Pritam, Arijit Singh","Hardum Humdum (From ""Ludo"")",50.0,0.59,0.821,2.0,-4.933,1,0.0444,0.346,8.38e-06,0.454,0.784,116.942,3.133333333,4,3
Omer Adam,מביט מהצד,36.0,0.715,0.755,1.0,-5.213,0,0.0534,0.501,,0.0663,0.615,132.003,223760.0,4,9
Van Halen,Poundcake,39.0,0.487,0.948,4.0,-7.754,1,0.043,0.000662,0.102,0.0506,0.242,105.395,321707.0,4,8
The Who,Behind Blue Eyes,71.0,0.394,0.622,4.0,-8.258,0,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,221427.0,4,10
Garmarna,Två Systrar,39.0,0.516,0.655,,-9.428,0,0.0306,0.664,0.107,0.0891,0.19,120.028,352787.0,3,8
Caitlyn Smith,Cheap Date,54.0,0.587,0.299,2.0,-6.649,1,0.0327,0.853,2.11e-06,0.149,0.184,96.657,190067.0,3,9
Leroy Carr,Papa's on the House Top,29.0,0.683,0.285,3.0,-12.101,1,0.0366,0.994,0.603,0.122,0.783,94.913,175400.0,4,2
Fickle Friends,Cosmic Coming of Age,46.0,0.603,0.674,6.0,-8.193,1,0.0591,0.139,3.41e-06,0.116,0.732,93.004,204259.0,4,6
Trippie Redd,PILL BREAKER (feat. blackbear & Machine Gun Kelly),71.0,0.527,0.79,2.0,-6.268,1,0.0788,0.016,,0.37,0.236,153.034,177059.0,3,10
bl00dwave,Blue,33.0,0.626,0.861,9.0,-7.384,0,0.0285,0.0114,0.562,0.101,0.501,110.014,146182.0,4,6
Johnny Winter,Third Degree,42.0,0.256,0.573,,-12.179,1,0.0408,0.141,0.0279,0.111,0.824,205.057,395600.0,3,2
"Gaetano Donizetti, Academy of St. Martin in the Fields, Sir Neville Marriner",String Quartet in D - Arr. for string orchestra: 1. Allegro,20.0,0.269,0.154,9.0,-18.072,1,0.0387,0.93,0.751,0.109,0.104,134.817,6.858216667,4,7
Chapterhouse,Breather,37.0,0.267,0.94,9.0,-7.052,1,0.0629,0.000126,0.161,0.358,0.21,155.581,258760.0,4,6
ILLENIUM,Crawl Outta Love - The Glitch Mob Remix,41.0,0.476,0.798,2.0,-5.405,1,0.0869,0.00677,0.0914,0.583,0.0372,92.781,309677.0,4,10
Kaiser Chiefs,Oh My God,41.0,0.367,0.938,7.0,-4.643,1,0.0464,0.0052,5.18e-06,0.428,0.556,177.916,214880.0,4,1
"ATB, Topic, A7S",Your Love (9PM),88.0,0.669,0.784,7.0,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,2.50088333,4,9
LO,Ani Oogiot,3.0,0.559,0.463,,-11.841,1,0.0257,0.201,0.00226,0.122,0.155,99.014,229520.0,4,6
MOSES,Cause You Got Me,46.0,0.494,0.805,1.0,-6.437,1,0.0293,0.000595,7.12e-05,0.0636,0.571,96.996,232526.0,4,10
ILLENIUM,First Time,74.0,0.526,0.667,9.0,-5.451,1,0.0437,0.0505,,0.321,0.43,155.085,165779.0,4,10
Shreya Ghoshal,Mann Bheetar,19.0,0.616,0.547,7.0,-7.63,1,0.0342,0.739,0.0362,0.121,0.345,110.025,6.484166667,4,0
MOD SUN,Heavy (feat. blackbear),65.0,0.367,0.707,5.0,-4.698,0,0.044,0.00806,,0.358,0.377,83.032,167765.0,4,1
Glass Animals,Tangerine,69.0,0.845,0.583,9.0,-5.948,0,0.0773,0.114,0.000536,0.1,0.842,149.941,200584.0,4,6
Aerosmith,Train Kept a Rollin',53.0,0.359,0.854,11.0,-9.799,0,0.0418,0.00194,0.00767,0.841,0.472,99.414,333227.0,4,10
Eyal Golan,פרחים במדבר,33.0,0.478,0.447,10.0,-4.828,0,0.0295,0.55,,0.145,0.321,75.053,216496.0,4,9
Bathtub Cig,My Friend,26.0,0.689,0.208,7.0,-15.944,1,0.0344,0.96,0.635,0.0933,0.194,96.052,220514.0,4,6
Louf,Formation - Otik Remix,33.0,0.434,0.599,10.0,-11.966,0,0.0734,0.00189,0.891,0.0929,0.436,109.188,436630.0,5,1
Black Sabbath,Iron Man - 2012 - Remaster,38.0,0.336,0.796,6.0,-10.845,0,0.0896,0.00361,0.00143,0.0621,0.417,155.28,353613.0,4,10
Yung Bleu,Ghetto Love Birds,57.0,0.604,0.522,8.0,-6.796,1,0.0924,0.734,0.000172,0.113,0.287,93.169,186039.0,4,5
George Strait,The Fireman,56.0,0.664,0.601,2.0,-13.379,1,0.0616,0.137,3.09e-05,0.0567,0.934,168.979,2.572666667,4,4
BENEE,Night Garden (feat. Kenny Beats & Bakar),55.0,0.712,0.625,9.0,-4.925,0,0.29,0.0154,,0.0509,0.48,177.94,221865.0,4,6
DDG,Get What You Want (feat. PnB Rock),50.0,0.799,0.494,7.0,-12.029,1,0.266,0.147,0.000929,0.115,0.234,136.019,186196.0,4,5
Eugene Bridges,In Your Arms Again,8.0,0.668,0.614,4.0,-7.882,0,0.0278,0.127,,0.367,0.46,103.57,308573.0,4,2
Dead Pony,Speak of the Devil,32.0,0.431,0.777,7.0,-7.853,1,0.0494,0.000207,1.25e-05,0.105,0.361,76.027,215296.0,4,10
iann dior,Darkside,58.0,0.695,0.869,5.0,-6.914,1,0.0264,0.71,,0.343,0.92,123.991,154871.0,4,10
Idan Amedi,אני רוצה,45.0,0.632,0.499,2.0,-7.975,0,0.0313,0.788,,0.199,0.332,105.876,207020.0,4,9
Johnny Adams,This Time I'm Gone For Good,29.0,0.418,0.387,5.0,-11.79,0,0.0634,0.216,0.0127,0.142,0.361,202.033,280360.0,3,2
Lime Cordiale,On Our Own,57.0,0.705,0.692,9.0,-7.271,1,0.0303,0.00149,0.000193,0.137,0.772,125.933,216636.0,4,6
Isaac DaBom,תבטיחי לי,15.0,0.831,0.632,8.0,-8.875,0,0.13,0.139,2.71e-06,0.112,0.647,103.023,281477.0,4,9
Ghetts,IC3 (feat. Skepta) - Single Version,48.0,0.663,0.645,8.0,-7.977,1,0.398,0.443,,0.166,0.394,128.023,231107.0,4,5
Shivam Pathak,Ek Dil Ek Jaan,57.0,0.528,0.664,2.0,-7.262,1,0.0377,0.226,,0.121,0.109,97.893,3.6645,4,3
The Soft Cavalry,Dive,28.0,0.5,0.528,2.0,-10.051,1,0.0276,0.044,0.000243,0.0911,0.094,78.0,255385.0,4,6
Willie J Healey,Big Nothing,38.0,0.466,0.699,7.0,-6.101,1,0.0319,0.475,0.0065,0.221,0.716,190.384,142246.0,4,6
The Kinks,Lola - Remastered,57.0,0.468,0.839,9.0,-7.39,1,0.0365,0.459,0.461,0.151,0.935,151.842,242027.0,4,10
Suldusk,The Elm,38.0,0.601,0.439,4.0,-10.507,0,0.0253,0.43,0.00107,0.125,0.186,106.973,210834.0,4,8
Kurt Vile,Pretty Pimpin,63.0,0.566,0.663,8.0,-9.068,1,0.0278,0.0945,0.294,0.0915,0.762,91.108,298760.0,4,6
Yameii Online,Baby My Phone,70.0,0.427,0.666,5.0,-7.902,0,0.0415,0.176,0.229,0.0856,0.232,85.022,215771.0,4,9
Nikola Zolkiewska,Smoothness,55.0,0.325,0.164,,-17.19,0,0.0438,0.958,0.899,0.112,0.211,49.196,2.5641,3,7
The Rolling Stones,Gimme Shelter,,0.63,0.616,1.0,-8.128,0,0.0309,0.463,0.0408,0.173,0.509,118.65,4.51288333,4,10
Rod Stewart,The First Cut Is the Deepest,60.0,0.546,0.627,,-9.037,1,0.0244,0.316,0.00114,0.096,0.764,81.278,4.52,4,0
Jackie Hayes,eye 2 eye,48.0,0.638,0.666,4.0,-6.951,0,0.0392,0.00784,6.65e-05,0.314,0.651,131.962,185455.0,4,6
Jack Fruit,wrong but worth it,30.0,0.627,0.5,9.0,-9.615,0,0.046,0.0957,0.0385,0.522,0.353,120.025,178711.0,4,9
Phoria,Current,49.0,0.254,0.117,8.0,-21.35,0,0.0376,0.964,0.875,0.111,0.0447,78.533,350974.0,4,1
Shocking Blue,Inkpot,37.0,0.655,0.648,4.0,-8.708,1,0.0345,0.102,,0.0946,0.712,125.603,159000.0,4,2
James Bay,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,66.0,0.68,0.315,11.0,-8.425,1,0.0391,0.913,,0.712,0.361,117.614,3.94645,4,0
Elliott Ok,72,14.0,0.398,0.338,7.0,-10.084,1,0.0304,0.328,0.0319,0.099,0.188,135.75,222906.0,4,6
The Zombies,Time of the Season - Mono Version,66.0,0.537,0.7,4.0,-6.852,0,0.0366,0.142,1.58e-06,0.383,0.695,117.111,214027.0,4,10
AC/DC,Big Gun,59.0,0.569,0.901,9.0,-5.197,1,0.0544,0.00555,0.26,0.16,0.839,133.194,259413.0,4,8
Webb Pierce,There Stands The Glass,20.0,0.524,0.176,3.0,-11.14,1,0.0345,0.911,,0.366,0.676,115.996,146000.0,4,10
Swamp Dogg,Please Let Me Go Round Again,34.0,0.716,0.33,,-13.283,1,0.046,0.193,2.94e-05,0.124,0.572,139.927,280840.0,4,6
The Pale White,Wisdom Tooth,29.0,0.441,0.884,,-4.319,1,0.104,0.00408,0.000812,0.406,0.468,129.931,171107.0,4,10
Machine Gun Kelly,forget me too (feat. Halsey),80.0,0.654,0.875,1.0,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621.0,4,10
Wallice,Hey Michael,60.0,0.759,0.636,4.0,-6.387,1,0.0473,0.0386,0.000117,0.643,0.921,120.019,179852.0,4,6
Tim Montana,Be A Cowboy,49.0,0.512,0.885,11.0,-3.558,1,0.0359,0.0208,,0.101,0.47,85.017,201707.0,4,10
Low (Acoustic),Angel Snow,33.0,0.557,0.264,9.0,-10.625,1,0.028,0.874,1.16e-05,0.0984,0.433,77.099,3.445166667,4,0
Johnny Cash,Big River,54.0,0.632,0.559,5.0,-10.49,1,0.0674,0.854,0.000103,0.127,0.884,182.942,151427.0,4,10
LILHUDDY,The Eulogy of You and Me,64.0,0.513,0.848,4.0,-4.644,1,0.0676,0.000161,,0.336,0.394,143.968,183362.0,4,9
BTS,Butter,,0.759,0.459,8.0,-5.187,1,0.0948,0.00323,,0.0906,0.695,109.997,164442.0,4,9
Shimi Tavori,עוד סיפור אחד של אהבה,29.0,0.477,0.342,,-13.44,1,0.0273,0.304,,0.206,0.346,84.871,252467.0,4,9
The Wallflowers,Sleepwalker,44.0,0.534,0.892,4.0,-5.04,0,0.028,0.000697,,0.109,0.749,128.834,211027.0,4,10
Five Finger Death Punch,"Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May)",58.0,0.45,0.872,7.0,-4.91,1,0.0353,0.0018,1.61e-05,0.0833,0.396,156.059,274615.0,4,8
2 Chainz,Grey Area,70.0,0.897,0.767,11.0,-4.544,1,0.0959,0.0679,0.000364,0.129,0.675,134.913,171838.0,4,5
Faze Miyake,Stay Woke,2.0,0.655,0.438,,-11.276,1,0.0433,0.012,0.648,0.222,0.557,148.018,174724.0,4,5
Jess Locke,Universe,28.0,0.653,0.543,11.0,-7.154,0,0.026,0.0852,5.37e-06,0.295,0.419,97.029,219753.0,4,6
Jeremy Zucker,emily,66.0,0.551,0.249,,-11.392,1,0.06,0.68,0.0022,0.112,0.257,156.02,233747.0,3,9
Wild Pink,The Shining but Tropical,40.0,0.501,0.792,4.0,-7.31,1,0.0255,0.00708,0.00318,0.67,0.645,88.014,291613.0,4,1
Jeezy,And Then What,33.0,0.75,0.723,,-5.452,1,0.231,0.00829,,0.0588,0.747,170.006,245480.0,4,5
"Mukesh, Lata Mangeshkar",Begani Shadi Men Abdulla Diwana,17.0,0.715,0.446,4.0,-10.887,0,0.0591,0.908,0.000198,0.427,0.932,102.673,3.61555,4,3
Passion Pit,Take a Walk,71.0,0.566,0.755,11.0,-5.526,1,0.0368,0.0338,,0.315,0.445,101.006,264493.0,4,6
Shawnna,Gettin' Some,47.0,0.823,0.586,4.0,-6.044,0,0.336,0.0901,,0.0605,0.611,78.054,202760.0,4,5
Walter Wolfman Washington,Landslide,18.0,0.705,0.811,11.0,-5.483,0,0.133,0.27,0.0248,0.0233,0.549,97.938,313813.0,4,2
Jamestown Revival,Prospector's Blues,45.0,0.529,0.652,4.0,-7.592,1,0.0348,0.607,,0.0893,0.486,76.052,239733.0,4,1
Second to Sun,Marsch der Wölfe,28.0,0.313,0.933,2.0,-4.574,1,0.062,4.82e-06,0.139,0.717,0.0958,76.01,315790.0,4,8
Baby Keem,durag activity (with Travis Scott),80.0,0.89,0.701,,-5.712,0,0.342,0.00306,3.06e-06,0.0895,0.505,80.462,225020.0,4,5
Armon,Hot Summer,8.0,0.352,0.648,9.0,-7.426,1,0.0375,0.37,0.432,0.27,0.36,82.436,349822.0,4,6
Long Distance Calling,Hazard,34.0,0.287,0.77,2.0,-7.477,1,0.0546,0.000483,0.445,0.0519,0.293,71.072,368973.0,4,8
The Jungle Giants,Treat You Right,56.0,0.664,0.759,9.0,-4.926,0,0.0428,0.0169,0.0025,0.179,0.771,160.023,221466.0,4,9
Sha Na Na,At the Hop - Live at Woodstock,22.0,0.294,0.923,4.0,-12.239,0,0.212,0.198,0.000128,0.992,0.208,135.384,184787.0,4,10
Wallice,23,55.0,0.576,0.597,5.0,-4.974,1,0.0391,0.22,,0.0914,0.614,133.686,164782.0,4,6
Dead by April,Let It Go,51.0,0.42,0.937,,-2.672,0,0.152,0.00938,,0.166,0.412,156.059,191154.0,4,8
Beck,Dreams,59.0,0.582,0.938,1.0,-5.726,0,0.0392,0.000733,0.0202,0.0841,0.8,113.999,314487.0,4,6
The Killers,Mr. Brightside,82.0,0.352,0.911,1.0,-5.23,1,0.0747,0.00121,,0.0995,0.236,148.033,222973.0,4,10
"Hemanth Bhagavath, Vignesh Prabhu, Swayam Prakash Prabhu",Jog Fusion,13.0,0.645,0.504,9.0,-13.495,1,0.145,0.974,0.786,0.23,0.511,124.904,4.725,4,0
Parker Millsap,Hades Pleads,48.0,0.568,0.632,9.0,-6.958,1,0.161,0.0245,0.000246,0.401,0.711,164.823,156107.0,4,10
bbno$,bad to the bone,67.0,0.95,0.574,11.0,-7.969,0,0.251,0.0973,0.000274,0.0801,0.656,106.042,141509.0,4,9
No sé a quién matar,No Sé a Quién Matar,34.0,0.561,0.704,9.0,-6.062,1,0.0232,0.0412,0.857,0.217,0.678,98.99,219475.0,4,6
AWOLNATION,The Best (feat. Alice Merton),53.0,0.645,0.86,2.0,-5.041,0,0.031,0.128,0.00517,0.0929,0.04,111.029,223320.0,4,10
Bruce Springsteen,Ghosts,58.0,0.532,0.736,11.0,-6.901,1,0.0383,0.000146,0.000961,0.292,0.656,125.105,354813.0,4,10
Jamie O'Neal,When I Think About Angels,46.0,0.507,0.843,11.0,-3.421,1,0.108,0.274,,0.295,0.504,193.708,3.04355,4,4
Braid,Killing A Camera,32.0,0.39,0.885,11.0,-6.98,0,0.0549,0.0014,2.11e-05,0.371,0.592,83.661,153800.0,4,10
Rekha Bhardwaj,Badi Dheere Jali,25.0,0.439,0.364,10.0,-10.723,1,0.0341,0.877,0.007,0.0776,0.111,80.202,7.023266667,4,0
Tyla Yaweh,All the Smoke (feat. Gunna & Wiz Khalifa),71.0,0.712,0.822,6.0,-3.728,0,0.131,0.0321,,0.239,0.469,91.011,211237.0,4,5
JunkBunny,Another Summer Song,27.0,0.343,0.85,1.0,-7.51,1,0.0567,5.37e-05,5.01e-05,0.0905,0.437,161.794,230747.0,4,10
Lisa Mann,"Hard Times, Bad Decisions",29.0,0.624,0.849,11.0,-4.261,0,0.0358,0.0862,5.3e-05,0.362,0.717,94.066,271867.0,4,2
Kylie V,On My Mind,30.0,0.605,0.428,6.0,-7.93,1,0.0261,0.685,0.00924,0.201,0.228,152.969,260013.0,4,1
Hazvuvim,זרזירים,14.0,0.682,0.749,4.0,-10.759,0,0.0435,0.00883,0.00166,0.12,0.686,117.871,330493.0,4,10
Illinois Jacquet,Port Of Rico,34.0,0.769,0.25,,-11.141,1,0.0556,0.711,0.0823,0.0855,0.615,127.147,164573.0,4,2
The Walkmen,The Rat,57.0,0.167,0.921,6.0,-4.881,0,0.061,0.000141,0.0716,0.239,0.315,168.225,262227.0,4,6
OK Go,This Too Shall Pass,43.0,0.43,0.669,5.0,-3.398,1,0.0448,5.07e-05,0.0105,0.121,0.417,160.001,188120.0,4,10
Half the Animal,Magic,43.0,0.539,0.654,1.0,-6.454,0,0.0813,0.0296,1.49e-06,0.0595,0.511,170.138,210820.0,5,10
bloody/bath,Arp-87,37.0,0.527,0.878,1.0,-4.932,1,0.0561,0.2,0.876,0.104,0.198,152.017,169728.0,4,6
Evolution Empire,Fist of God,,0.568,0.981,7.0,-5.161,1,0.0835,0.000322,0.0354,0.133,0.183,122.04,224028.0,4,10
Donny Hathaway,"To Be Young, Gifted and Black",,0.408,0.242,,-15.35,1,0.0328,0.538,0.0706,0.0931,0.364,131.152,410257.0,3,5
Fontaines D.C.,Too Real,46.0,0.495,0.96,4.0,-6.235,0,0.061,0.0281,1.05e-05,0.111,0.182,172.808,248409.0,4,1
Lowertown,Tourist Trap,32.0,0.516,0.698,,-8.008,1,0.031,0.00741,0.0087,0.575,0.227,84.014,181397.0,4,9
Eyal Golan,צאי אל החלון,31.0,0.619,0.893,,-7.089,0,0.0438,0.0784,2.13e-05,0.291,0.939,104.014,242293.0,4,9
DaBaby,8 Figures (feat. Meek Mill),56.0,0.703,0.555,8.0,-8.199,1,0.382,0.0382,,0.246,0.702,177.205,178949.0,4,5
Monolink,Harlem River,51.0,0.845,0.429,1.0,-11.706,0,0.0973,0.183,0.267,0.0727,0.443,116.007,277609.0,4,6
The Beaches,Give It Up,41.0,0.691,0.62,6.0,-3.339,0,0.0455,0.0129,0.000686,0.0821,0.552,109.027,179973.0,4,10
Dua Lipa,"I'm Not the Only One - Live from Spotify, London",65.0,0.455,0.265,5.0,-8.468,1,0.0491,0.861,,0.685,0.324,176.036,3.264,4,0
Suli Breaks,Adulthood,22.0,0.885,0.517,4.0,-12.067,0,0.5,0.186,,0.446,0.705,110.012,178909.0,4,5
Malfunkshun,Jezebel Woman,42.0,0.217,0.736,9.0,-7.309,0,0.0409,0.000689,2.46e-06,0.0821,0.246,130.404,271333.0,4,10
George Harrison,Give Me Love (Give Me Peace On Earth),62.0,0.373,0.57,5.0,-11.56,1,0.0441,0.497,0.0124,0.128,0.631,81.28,215693.0,4,10
Mavi Phoenix,Grass And The Sun,46.0,0.818,0.459,8.0,-10.073,1,0.0399,0.916,0.906,0.111,0.246,110.126,174545.0,4,6
Jade Bird,I Get No Joy,43.0,0.673,0.722,5.0,-5.497,1,0.0855,0.364,,0.0605,0.717,91.962,162070.0,4,1
King of Asgard,Ammobiærg,26.0,0.0809,0.993,2.0,-4.093,1,0.163,5.49e-05,0.932,0.183,0.0397,70.972,483440.0,1,8
Middle Kids,Cellophane (Brain),34.0,0.545,0.421,,-7.201,1,0.0276,0.0469,2.28e-06,0.214,0.314,149.955,210133.0,4,6
